File Path,Label,Energy,Peak Amplitude,Zero-Crossing Rate,RMS,Temporal Centroid,Fundamental Frequency,Spectral Energy,Spectral Density,Spectral Flatness,Spectral Slope,Harmonic Ratio
all_another_words_sounds\en-US_What's for dinner tonight__en-US_AllisonExpressive.wav,0,0.0168190415542904,0.5565491,0.2482982673267326,0.12968825,0.547567173998563,278.66508133815006,667973.9,0.55796695,0.059538912,-0.0001843207849978696,4128.073265370885
all_sounds\en-US_How’s it going__en-US_MichaelExpressive.wav,1,0.0134899063386778,0.561676,0.1034307065217391,0.11614606,0.4038758300979085,147.9539547996965,366008.38,0.6053236,0.016337903,-0.0002442781156855539,2506.1861604973215
all_sounds\de-DE_Guten Abend_de-DE_BirgitV3Voice.wav,1,0.0089412741091051,0.4664917,0.1733715103793844,0.09455831,0.3895161403557697,204.50000959016248,383725.97,0.30798224,0.07965442,-0.00013114087199672433,7086.607874408375
all_another_words_sounds\es-US_Estoy leyendo un buen libro. _es-US_SofiaVoice.wav,0,0.0272074494550332,0.8184204,0.0954607401195093,0.16494681,0.8268578359180799,182.25708391523196,1993217.5,0.6129972,0.17789152,-0.00024082523495256444,2083.0120794639242
all_sounds\en-US_Hello_en-US_AllisonV2Voice.wav,1,0.0054161433169716,0.36428833,0.1549282296650717,0.07359445,0.2940134227632647,232.3447114903961,173875.72,0.2446558,0.044699203,-0.00010137847746116352,8865.995832905279
all_sounds\it-IT_Come stai__it-IT_FrancescaVoice.wav,1,0.0129204404522724,0.66519165,0.1737519646733029,0.113668114,0.3451282012534407,195.48781876110894,530332.75,0.55325836,0.31875554,-0.00017116189341151293,3249.289735972682
all_sounds\fr-FR_Comment allez-vous__fr-FR_NicolasV3Voice.wav,1,0.0096636649192406,0.63479614,0.1199049316696375,0.098303944,0.72369792726652,153.56924668001926,499632.66,0.28739226,0.01893963,-0.00012124650210310193,7441.374355514722
all_sounds\en-US_Good morning_en-US_LisaExpressive.wav,1,0.0411146787496713,0.91430664,0.0811298076923077,0.20276755,0.3406434441927017,184.88269962104667,1050853.4,0.7587878,0.0071389396,-0.00032904911184001694,1667.8146920471384
all_sounds\de-DE_Servus_de-DE_ErikaV3Voice.wav,1,0.0055756297256007,0.50009155,0.430530303030303,0.07467014,0.3476253823754505,144.16752500610826,226094.31,0.5036956,0.07654924,-8.311596535108458e-05,7183.285330021808
all_sounds\pt-BR_Bom dia_pt-BR_IsabelaV3Voice.wav,1,0.0076631684736772,0.48132324,0.0457196969696969,0.087539524,0.3517478126577638,174.3070138035084,310757.4,0.23718008,0.0017392808,-0.00010331103237337174,5148.527586043765
all_another_words_sounds\it-IT_Che tempo fa oggi_ _it-IT_FrancescaV2Voice.wav,0,0.0053769027076318,0.3677063,0.1785072951739618,0.07332737,0.6109698315607089,193.08003917114718,294348.34,0.291599,0.04697347,-0.00010903958460666737,7469.183325719782
all_sounds\de-DE_Hi_de-DE_DieterV3Voice.wav,1,0.0016505100200702,0.20263672,0.160064935064935,0.04062647,0.1892907454645693,106.33447214150331,39042.164,0.14022924,0.08303972,-4.540977082423886e-05,19814.427599642502
all_another_words_sounds\de-DE_Was gibt's zum Abendessen__de-DE_DieterV2Voice.wav,0,0.0046404199904342,0.6116028,0.3777010947168015,0.06812063,0.8073690422407672,124.73268233097285,299507.22,0.5195824,0.07344565,-0.00010278660518693865,6212.148604803216
all_sounds\de-DE_Wie geht’s__de-DE_DieterV3Voice.wav,1,0.0021993967820498,0.25595093,0.3300925925925926,0.046897728,0.3466350475064863,123.34353336512245,80268.48,0.25704,0.09101967,-3.917668169525141e-05,13672.965923083897
all_sounds\it-IT_Come stai__it-IT_FrancescaV2Voice.wav,1,0.0052825987014829,0.3737793,0.2258352758352758,0.07268149,0.3627323186587026,203.2329891992585,208856.75,0.30381694,0.052560758,-9.618742161251226e-05,8306.271706039994
all_another_words_sounds\de-DE_Wie war dein Tag_ _de-DE_ErikaV3Voice.wav,0,0.0073332776926984,0.5780029,0.2215277777777777,0.08563456,0.4428258327859721,146.87305955503183,356843.4,0.47088224,0.053878296,-0.000174929813920991,4832.330430446864
all_another_words_sounds\ja-JP_映画を見に行こう_ja-JP_EmiVoice.wav,0,0.0670483750409567,0.84747314,0.0814329401485364,0.258937,0.5356031293404468,264.87581981596117,3536506.2,1.0701603,0.24335133,-0.0004101498266359149,1275.9420679550556
all_another_words_sounds\es-US_El clima está perfecto._es-US_SofiaVoice.wav,0,0.0170613477531265,0.776001,0.1654447755998868,0.1306191,0.7229926519402611,174.29358916094074,1204634.2,0.61835676,0.19428717,-0.000219090978619718,2848.8607227331922
all_another_words_sounds\fr-FR_Je prépare le dîner ce soir._fr-FR_NicolasV3Voice.wav,0,0.0083423011086203,0.5307312,0.2065454545454545,0.0913362,0.7060106419252247,135.18199086567046,563817.7,0.37657645,0.015327002,-0.00013243141651901274,5839.169256197862
all_another_words_sounds\de-DE_Ich brauche einen Kaffee._de-DE_BirgitV3Voice.wav,0,0.0095920684798954,0.5404663,0.2218638902996444,0.097939104,0.7287690448239372,204.6709577282565,580204.25,0.42315707,0.06770452,-0.00016215303705720415,5387.087713810222
all_another_words_sounds\en-AU_That's a ripper!_en-AU_HeidiExpressive.wav,0,0.0238753954569498,0.92736816,0.2078993055555555,0.15451665,0.5059242474603345,208.66784574655344,844985.94,0.8959864,0.10386435,-0.00030274634232927707,2095.889347886682
all_sounds\es-US_Buenas tardes_es-US_SofiaVoice.wav,1,0.0198494638855508,0.73690796,0.2384968861478928,0.14088812,0.429915743949049,186.0224716215687,1008550.9,0.6002949,0.24838118,-0.00018523526930395054,3427.630116849694
all_another_words_sounds\de-DE_Lass uns einen Spaziergang machen._de-DE_DieterV2Voice.wav,0,0.0062771740807254,0.83880615,0.2841418671015083,0.07922862,0.9027712601098044,117.95073490189498,473027.38,0.6357963,0.05855465,-0.00017248815017784796,4407.057252925352
all_another_words_sounds\de-DE_Ich brauche einen Kaffee._de-DE_DieterV3Voice.wav,0,0.005621832217659,0.68777466,0.1988964792433,0.07497888,0.6992002200879993,114.82925714308816,328654.72,0.50208366,0.061936613,-0.00017978876807546725,4824.424436610457
all_another_words_sounds\en-GB_Let's have a chat._en-GB_KateVoice.wav,0,0.0173106867727827,0.99975586,0.1816650330801274,0.13157009,0.4499857676591948,197.98454643212708,868107.6,0.7305208,0.25351113,-0.00024658006400814746,2362.7335719363755
all_another_words_sounds\en-US_The weather is amazing today._en-US_AllisonV2Voice.wav,0,0.0099669304650997,0.44232178,0.1799492385786802,0.09983452,0.7093648888113092,221.46840325527344,663535.94,0.40489563,0.023017155,-0.00013946418690377954,5209.486735783297
all_sounds\en-US_Hey_en-US_AllisonV3Voice.wav,1,0.003302309082095,0.26870728,0.1668756530825496,0.05746572,0.2697818025125215,194.6223327185731,97089.45,0.16721337,0.04455946,-6.5373698546511e-05,14199.423074820765
all_sounds\fr-FR_Coucou_fr-FR_ReneeVoice.wav,1,0.0028006625895068,0.38180542,0.1151808914651209,0.052921288,0.2612029133502272,186.28138140190237,86109.914,0.11507409,0.4187193,-4.522125876396131e-05,11262.852769774396
all_another_words_sounds\en-AU_It's a scorcher outside._en-AU_HeidiExpressive.wav,0,0.0367019128479413,0.92526245,0.4248636744966443,0.19157743,0.877265424558651,214.461700229212,2150410.2,1.2808689,0.07911748,-0.00033451209542152455,2486.0250331304205
all_another_words_sounds\es-US_Cómo estuvo tu día__es-US_SofiaVoice.wav,0,0.0191402474956552,0.67245483,0.1213357588357588,0.13834828,0.6298922451096661,178.7669550193566,1131308.2,0.5023615,0.21982351,-0.00019191982823377315,2622.899224000487
all_sounds\en-US_Yo_en-US_MichaelExpressive.wav,1,0.0163653171979464,0.5863037,0.0677584134615384,0.127927,0.281459365840496,118.79180652615685,334626.38,0.58240503,0.0066323606,-0.0002604199665059656,2119.250416914121
all_another_words_sounds\es-US_Viste la película__es-US_SofiaVoice.wav,0,0.0160435566123096,0.7689209,0.0922788727805831,0.12666316,0.6066123576757645,187.3283020921671,907718.06,0.5152809,0.21503907,-0.00019162827530465814,2682.0340857942106
all_another_words_sounds\fr-CA_J'ai fait une promenade hier soir._fr-CA_LouiseV3Voice.wav,0,0.0087592364172371,0.48046875,0.2171565276828434,0.09359079,0.9266874402875408,209.37549407486043,787344.3,0.37404954,0.019162958,-0.00013030096392136682,5894.1941047530845
all_sounds\nl-NL_Hoi_nl-NL_MerelV3Voice.wav,1,0.0188047166304154,0.5586548,0.0528181818181818,0.13713029,0.2518268711913332,194.18391779678805,317576.94,0.508552,0.0009232337,-0.00023129247607410743,1902.5016513035582
all_another_words_sounds\en-AU_How's the weather today__en-AU_JackExpressive.wav,0,0.0367842426105421,0.939209,0.2246890943877551,0.19179219,0.4956359053823021,125.56443363612726,1417569.1,1.1461132,0.04610882,-0.00040439591366043436,1921.5001569355052
all_sounds\en-GB_Good afternoon_en-GB_KateVoice.wav,1,0.0359548679490567,0.99975586,0.0754626675175494,0.18961768,0.4426213663350642,173.17881197577842,1730864.8,0.74267524,0.26469928,-0.00031060073033225514,1211.9560060807362
all_sounds\en-US_Good morning_en-US_EmmaExpressive.wav,1,0.0093181475120432,0.39297485,0.0829503676470588,0.09653056,0.3657215754153651,219.68596741180457,249160.2,0.4432267,0.03203317,-0.00017242048174939624,2959.6787782143565
all_sounds\de-DE_Guten Abend_de-DE_DieterV2Voice.wav,1,0.0040364111392324,0.4987793,0.1727272727272727,0.063532755,0.4121973924529322,139.62388143895865,165043.64,0.3147264,0.076678865,-0.00012117432238653349,7376.4972129384005
all_another_words_sounds\pt-BR_Está muito quente hoje._pt-BR_IsabelaVoice.wav,0,0.0136795861571922,0.71432495,0.1565574490513,0.116959766,0.7329548535607285,168.25308775556329,956804.7,0.45994917,0.18386942,-0.00016088282434452536,3281.822890551664
all_another_words_sounds\en-US_What's for dinner tonight__en-US_EmilyV3Voice.wav,0,0.0051644150604529,0.42053223,0.2092885375494071,0.07186387,0.4929425553332064,203.62286378560069,240832.39,0.42021304,0.02541819,-0.00014998592181166126,5053.50036712954
all_another_words_sounds\fr-FR_Le match était intense. _fr-FR_NicolasV3Voice.wav,0,0.0065033093620749,0.5246887,0.2496256684491978,0.0806431,0.4497059214741968,119.14625660083118,373595.28,0.3107546,0.031958222,-0.00011873402793265564,7747.321243981697
all_sounds\en-GB_Good afternoon_en-GB_CharlotteV3Voice.wav,1,0.0066169310815099,0.43389893,0.2050934880722114,0.08134452,0.4883497560210188,219.65692904366688,315277.62,0.27416974,0.071810886,-0.00010517180516437467,8066.165703860586
all_sounds\de-DE_Guten Nacht_de-DE_BirgitV3Voice.wav,1,0.008375097628736,0.55319214,0.1817806160781367,0.09151556,0.3037934868137579,179.4682041908289,342446.84,0.28245375,0.09028292,-0.00011417095934414182,9244.409617618861
all_another_words_sounds\pt-BR_O jogo foi emocionante._pt-BR_IsabelaV3Voice.wav,0,0.0108467656915838,0.45932007,0.1855785123966942,0.10414781,0.8425435624145957,187.94824389335176,806383.75,0.37911898,0.025619052,-0.00013490072132629297,4623.708569570311
all_another_words_sounds\en-GB_Let's have a chat._en-GB_JamesV3Voice.wav,0,0.0024550928388323,0.39437866,0.2319480519480519,0.049548894,0.445594871095069,110.69395231153925,116148.05,0.2962257,0.06350949,-0.00010711435740034836,8224.745159527574
all_sounds\pt-BR_E aí__pt-BR_IsabelaVoice.wav,1,0.0246158640484862,0.8206177,0.0391606168194584,0.15689443,0.187773562695726,185.83450486527408,712419.0,0.5505543,0.40666217,-0.0002333275536115432,1323.9404465780556
all_another_words_sounds\en-AU_Can you pass the Vegemite__en-AU_HeidiExpressive.wav,0,0.0267520546913146,0.9512024,0.29791259765625,0.16356055,0.7269531675869731,205.0245675619333,1346545.0,1.0860234,0.108814254,-0.0002997353742843224,2701.5319922155504
all_another_words_sounds\en-GB_The train was late again._en-GB_KateVoice.wav,0,0.0254241006678415,0.98657227,0.1261078458811456,0.15944937,0.7367409511355987,168.29808461726503,1674379.4,0.7525973,0.18705267,-0.00027669642920066795,1782.5493339276911
all_sounds\de-DE_Hallo_de-DE_ErikaV3Voice.wav,1,0.0075216604700769,0.5201721,0.2157380254154447,0.08672751,0.2963242853780348,130.64443271269795,236380.66,0.37307623,0.052872844,-0.00015556863260691715,5687.588094627968
all_another_words_sounds\en-US_I need a coffee break._en-US_EmilyV3Voice.wav,0,0.0095472589592701,0.7043457,0.1667068031306441,0.09771007,0.4337212071711129,204.6825929307602,487159.1,0.4307724,0.020238284,-0.00016925332131050293,4289.033063612508
all_sounds\de-DE_Guten Abend_de-DE_DieterV3Voice.wav,1,0.0040788242102206,0.45715332,0.1661532682193839,0.06386567,0.4079185244862301,137.68405682026858,166778.6,0.31634882,0.07739076,-0.0001220841602424315,7225.066564521069
all_another_words_sounds\ja-JP_明日は休みですか__ja-JP_EmiVoice.wav,0,0.0296905137189482,0.83792114,0.351465904245981,0.17230935,0.6124289207416516,264.61018894042917,1819015.1,0.8812898,0.26603457,-0.00023252848719395274,2975.309536021488
all_another_words_sounds\es-US_Vamos a cenar fuera._es-US_SofiaVoice.wav,0,0.0236278570613672,0.65823364,0.1813524127657653,0.15371355,0.712941252674541,185.7664445295921,1608062.6,0.7203992,0.18811983,-0.000250201109353459,2302.646863532361
all_another_words_sounds\en-US_I need a coffee break._en-US_LisaExpressive.wav,0,0.0291887521743774,0.9279175,0.1565696022727272,0.17084716,0.5371799710818344,174.88194108729954,1262542.6,0.829598,0.035174377,-0.00033953840380602254,2171.0251739251244
all_sounds\en-AU_How’s it going__en-AU_HeidiExpressive.wav,1,0.0329867977845041,0.9295654,0.1924342105263158,0.18162268,0.3925655325109021,234.5452103967603,985825.5,1.0569432,0.09717796,-0.00033738076760974077,1942.5601542401878
all_another_words_sounds\de-DE_Das Wetter ist fantastisch._de-DE_ErikaV3Voice.wav,0,0.0058105230950689,0.45013428,0.4651731601731602,0.076226786,0.8144176884150562,152.43699315682858,412335.1,0.5991169,0.07335962,-0.00011307749065992744,5875.400654109233
all_another_words_sounds\fr-FR_J'ai besoin d'un café._fr-FR_ReneeV3Voice.wav,0,0.0111296896715089,0.43341064,0.1921997755331088,0.105497345,0.5173083043889289,195.45587958517157,609302.94,0.35311827,0.020228101,-0.00011965763145725376,6772.294638141038
all_sounds\fr-FR_Ça va__fr-FR_ReneeV3Voice.wav,1,0.0048070641451103,0.41470337,0.3144820295983087,0.069332995,0.2801602266101815,241.46483018592198,139698.88,0.23428652,0.018897789,-6.248775644604862e-05,12967.994494438226
all_sounds\it-IT_Buongiorno_it-IT_FrancescaV3Voice.wav,1,0.0055168889126951,0.3638916,0.089226914817466,0.07427576,0.4008056638876804,182.18144960960961,236762.62,0.20163868,0.034088153,-8.956594040954847e-05,7820.435088584026
all_another_words_sounds\pt-BR_O jogo foi emocionante._pt-BR_IsabelaVoice.wav,0,0.014864719979971,0.64590454,0.177698332334525,0.12192096,0.8366835515513276,175.20561966751603,1104506.6,0.4877437,0.18307124,-0.00017495557275188904,3261.977363200322
all_sounds\en-AU_How are ya__en-AU_HeidiExpressive.wav,1,0.0471499571159704,0.92355347,0.1240671641791044,0.2171404,0.341930305835524,226.28181808815683,1242266.0,1.2113029,0.10273726,-0.0004336166373406939,1506.7542951358785
all_another_words_sounds\es-US_Necesito un café. _es-US_SofiaVoice.wav,0,0.0133328558880716,0.58029175,0.2234607512308458,0.11546799,0.5566187638778797,184.75176248310115,740411.25,0.5034034,0.23560615,-0.00014655345161356157,3608.1442636577463
all_sounds\en-US_Howdy_en-US_AllisonExpressive.wav,1,0.00828436691806,0.36886597,0.1414357311320754,0.0910185,0.2790528557264783,223.5608540652594,172652.03,0.37601632,0.0371283,-0.00015552014502074587,4988.606701601038
all_another_words_sounds\fr-FR_Je vais faire du shopping._fr-FR_ReneeV3Voice.wav,0,0.0082643785945051,0.4647827,0.1939132706374085,0.09090863,0.5967939725934324,193.25688381021544,485956.12,0.34859037,0.018745925,-0.000111008915145847,6693.153816819184
all_another_words_sounds\en-US_The weather is amazing today._en-US_LisaExpressive.wav,0,0.0375059311206524,0.9095154,0.122295673076923,0.19366448,0.6554863568666661,187.949359474355,1917234.6,0.8887252,0.01321549,-0.00035046952748240135,1810.6976188717751
all_another_words_sounds\de-DE_Das Spiel war spannend. _de-DE_BirgitV3Voice.wav,0,0.0109928032020469,0.7757263,0.2393398268398268,0.104846574,0.6190551208717457,201.8269672961385,624071.9,0.4713295,0.06913968,-0.00015411112764071976,5382.991875240843
all_another_words_sounds\es-US_El tráfico es terrible._es-US_SofiaVoice.wav,0,0.0178194002612792,0.8057556,0.1178419083478302,0.13348933,0.6959193445819862,183.03493424497125,1148557.2,0.5251055,0.19872205,-0.00020006663423432111,2886.448605805449
all_sounds\en-US_What’s up__en-US_MichaelExpressive.wav,1,0.0148801574340233,0.5867615,0.1642127403846154,0.12198425,0.3153980779817246,161.47051990736782,304259.78,0.6802995,0.02916635,-0.00024941345314494727,2738.186439084364
all_another_words_sounds\pt-BR_Vamos ao parque hoje__pt-BR_IsabelaVoice.wav,0,0.0159813814169012,0.8340149,0.0941448569689592,0.12641749,0.6124098967126972,173.65130538345457,1008318.94,0.56524503,0.20260994,-0.00021989720065311645,2147.017823152953
all_another_words_sounds\en-US_The weather is amazing today._en-US_AllisonVoice.wav,0,0.0084401300832581,0.51467896,0.1621765293754917,0.09187018,0.7889859928623032,211.57354203667936,609688.9,0.391086,0.1774004,-0.00014312166626578835,3985.394493373733
all_sounds\de-DE_Wie geht’s__de-DE_BirgitV3Voice.wav,1,0.0045734519012703,0.34292603,0.3772727272727272,0.0676273,0.2796866218920806,209.81478693959767,170002.84,0.21708536,0.09757715,-4.972341099588375e-05,14807.247379433145
all_another_words_sounds\de-DE_Hast du den Film gesehen_ _de-DE_BirgitVoice.wav,0,0.0132845950029748,0.7027283,0.2150909618734275,0.11525881,0.7231045401251301,171.21769994057,843474.4,0.5105722,0.19696137,-0.00017147130514757935,3462.005431204498
all_another_words_sounds\en-US_I need a coffee break._en-US_EmmaExpressive.wav,0,0.0058279680578332,0.39935303,0.1558388157894736,0.07634113,0.508542313290221,230.2555471641058,261251.44,0.38147467,0.02989731,-0.00013929155249351978,5490.425126804623
all_another_words_sounds\en-US_I'm working from home._en-US_KevinV3Voice.wav,0,0.0082466723403213,0.5409546,0.1238244514106583,0.09081119,0.4196310278367189,110.62634767920059,404235.4,0.32468373,0.020079657,-0.00014878767760919014,4010.3523358230022
all_sounds\fr-FR_Allô_fr-FR_NicolasV3Voice.wav,1,0.0053923355671631,0.57901,0.1134032634032634,0.07343252,0.1679474252915426,99.02693835051805,142130.23,0.27300695,0.01668183,-0.0001167226118923898,7507.304615856255
all_another_words_sounds\de-DE_Das Wetter ist fantastisch._de-DE_DieterV2Voice.wav,0,0.0053409898180546,0.57244873,0.3817947516401124,0.073082075,0.7004752021829255,141.0011345444651,350137.53,0.6148184,0.08763276,-0.0001302695401984209,5452.537898424156
all_another_words_sounds\fr-FR_Le match était intense. _fr-FR_ReneeV3Voice.wav,0,0.0088684014910477,0.44174194,0.3070869990224829,0.094172195,0.5203189887535562,210.6993510097943,557408.75,0.31387997,0.02059952,-9.712976803838059e-05,9139.253568425775
all_sounds\de-DE_Grüß Gott_de-DE_BirgitV3Voice.wav,1,0.0076558928643977,0.62493896,0.2951078582434515,0.08749796,0.320974249423621,196.55633317607803,305276.8,0.35221964,0.109720625,-0.00010829876018590921,8626.055371363182
all_sounds\en-US_Yo_en-US_EmilyV3Voice.wav,1,0.0014324048480961,0.30975342,0.1385345997286295,0.037847124,0.1412802428496653,,32430.66,0.20157267,0.020543922,-8.391474681790145e-05,8740.209618095694
all_another_words_sounds\en-US_Let's meet for lunch._en-US_KevinV3Voice.wav,0,0.0032539130660581,0.41244507,0.252485284499673,0.05704308,0.4357661659185421,108.01601822130779,152887.34,0.25405335,0.051982127,-8.79586316016511e-05,8817.44115066097
all_sounds\en-US_Howdy_en-US_AllisonV2Voice.wav,1,0.0035254138482846,0.38464355,0.1475995914198161,0.059375197,0.2641071475910675,172.16813480990035,106031.6,0.21151455,0.043210432,-8.644480178670702e-05,10674.955116408571
all_sounds\en-AU_Hi_en-AU_HeidiExpressive.wav,1,0.0265098190307617,0.91241455,0.1440625,0.16281836,0.2610531105780737,235.2493124734049,521219.4,1.0309678,0.17322563,-0.00034738597605819534,2035.974544970102
all_another_words_sounds\pt-BR_Estou lendo um livro ótimo. _pt-BR_IsabelaVoice.wav,0,0.020569826959346,0.817688,0.1379583903532258,0.14342186,0.8772135677974411,192.2450500815142,1593073.0,0.5410592,0.16182895,-0.0002006624995903874,2505.3036237916017
all_another_words_sounds\en-AU_Did you catch the footy__en-AU_HeidiExpressive.wav,0,0.0198232483219456,0.9270935,0.4204673423423423,0.14079505,0.6642395488898181,205.38865858622913,865253.06,0.9734014,0.10628005,-0.0001951637721729029,3349.319940327471
all_sounds\pt-BR_Boa tarde_pt-BR_IsabelaVoice.wav,1,0.0246030377624795,0.84051514,0.0869345378547832,0.15685356,0.396220049530775,181.97300650084577,1121142.8,0.7061846,0.26606837,-0.0002900672994841771,1522.9359138089062
all_another_words_sounds\fr-FR_On se retrouve pour déjeuner__fr-FR_NicolasV3Voice.wav,0,0.0130834421315988,0.48971558,0.1456043956043956,0.11438288,0.7840224827429468,132.53981660727842,804686.94,0.43316942,0.009739941,-0.00017119301946009842,4136.301623980299
all_another_words_sounds\en-US_The game was intense!_en-US_EmmaExpressive.wav,0,0.0056234885345805,0.3809204,0.3058948863636364,0.07498992,0.5419039292209177,267.45638821609407,243242.3,0.4688838,0.036396123,-0.00011395445106175102,6363.72478394605
all_sounds\ja-JP_お疲れ様です_ja-JP_EmiV3Voice.wav,1,0.0132672915695369,0.8109741,0.379085331846068,0.11518373,0.5985861389043751,243.624775614301,730778.44,0.46259904,0.046658874,-0.00012932605483922209,7122.927918653714
all_sounds\de-DE_Hi_de-DE_BirgitV2Voice.wav,1,0.0054872515192661,0.27676392,0.2567870485678705,0.07407598,0.2157905805850757,215.6852951655853,135361.2,0.15510662,0.065096006,-5.9895785553087147e-05,15239.196445075278
all_another_words_sounds\it-IT_Sto leggendo un libro._it-IT_FrancescaVoice.wav,0,0.0161908416502032,0.7799072,0.1370438494902014,0.12724324,0.7283508067815846,186.26178233225303,1095164.0,0.4937723,0.19917107,-0.0001718449408712475,3355.8959873975255
all_sounds\en-US_Howdy_en-US_MichaelExpressive.wav,1,0.0091592669486999,0.61880493,0.0982259114583333,0.09570406,0.2556563382913477,122.3355091901315,172875.98,0.4679487,0.017274613,-0.0002037995571441803,3244.8654957892886
all_sounds\it-IT_Come va__it-IT_FrancescaVoice.wav,1,0.010963141234699,0.63619995,0.0702636027228288,0.10470502,0.3054579317360703,191.60746383540385,368598.9,0.46121225,0.35373345,-0.00017523277655582308,2436.0666265132777
all_another_words_sounds\de-DE_Wollen wir ins Kino gehen__de-DE_DieterV2Voice.wav,0,0.0065012579583502,0.5935669,0.164051948051948,0.08063038,0.675791093823663,119.66834968046328,384462.78,0.45365432,0.04488994,-0.00015629936462010444,4905.906719014329
all_sounds\en-GB_Good morning_en-GB_JamesV3Voice.wav,1,0.003194851490891,0.34100342,0.0994854202401372,0.056523018,0.3341707163736613,111.23110349443263,114453.086,0.22966488,0.049662806,-0.00010505730076666435,7414.537515449235
all_sounds\fr-FR_Comment ça va__fr-FR_NicolasV3Voice.wav,1,0.0077201268823201,0.5954895,0.2207473508087005,0.08786425,0.8355068680852108,131.63398422865873,425232.97,0.3048908,0.041165326,-0.00011131396912561142,8980.085541081706
all_sounds\en-AU_Hi_en-AU_JackExpressive.wav,1,0.0245582991176181,0.9399414,0.173755787037037,0.15671088,0.2758792686129306,,521477.88,0.9577729,0.09703981,-0.00035722668987905366,2044.643869300793
all_another_words_sounds\en-US_The game was intense!_en-US_EmilyV3Voice.wav,0,0.0072371905574977,0.53134155,0.2951097178683385,0.085071675,0.4279020490643537,198.9655827519466,354611.94,0.38752508,0.036517628,-0.00012965282343121656,6546.224560584561
all_another_words_sounds\ja-JP_このドラマを見ましたか_ _ja-JP_EmiVoice.wav,0,0.054346488024073,0.8519287,0.1528548815017947,0.23312333,0.6628881764652467,270.0107145857981,3744785.0,1.0383338,0.24696814,-0.0003800888317629883,1607.6405856214942
all_another_words_sounds\fr-FR_Je prépare le dîner ce soir._fr-FR_ReneeV3Voice.wav,0,0.0095602852957589,0.43670654,0.2171428571428571,0.09777671,0.7741914036210158,221.2086174712337,678476.94,0.35150185,0.016130382,-0.00010965042652045517,7148.153790698799
all_sounds\en-US_Good evening_en-US_EmilyV3Voice.wav,1,0.004808202258731,0.5416565,0.1160482374768089,0.069341205,0.2670071576161073,188.91672162343852,159230.38,0.26438192,0.016365096,-0.00010781757200765107,6528.850709905332
all_sounds\en-GB_Good morning_en-GB_CharlotteV3Voice.wav,1,0.0056717173851268,0.35891724,0.1688422688422688,0.075310804,0.3739277599378469,176.73917358798076,224243.0,0.211809,0.064158276,-9.10762739651516e-05,9437.278424222244
all_sounds\pt-BR_Olá_pt-BR_IsabelaVoice.wav,1,0.0252195210634922,0.82821655,0.0690959458739545,0.15880655,0.1707539094125037,246.53035716583034,727137.9,0.7052415,0.40652952,-0.000314770367219741,904.5559223728994
all_sounds\en-US_Hello_en-US_MichaelExpressive.wav,1,0.0146161522438277,0.60873413,0.0822644589552238,0.12089728,0.3427096441909626,116.1101916435247,385070.47,0.5842925,0.010851851,-0.0002609890388343255,2176.911507546521
all_another_words_sounds\en-US_Are you ready for the meeting__en-US_LisaExpressive.wav,0,0.0390911148144648,0.91567993,0.1117037259615384,0.19771473,0.5622936604066695,199.793595063456,1598623.5,0.813216,0.016529888,-0.0003432518668821588,1762.1296428207654
all_sounds\en-US_What’s up__en-US_EmilyV3Voice.wav,1,0.0030523972606447,0.49069214,0.2150221729490022,0.055248503,0.1935816550867687,69.23591826765087,84580.5,0.28907403,0.028600203,-0.00011231579316025054,7359.213692793658
all_another_words_sounds\en-AU_I'm heading to the beach._en-AU_HeidiExpressive.wav,0,0.0431151049477713,0.9352417,0.2518136160714285,0.20764177,0.5217574102189335,218.1328787818869,1898840.1,1.2077934,0.08987364,-0.0003316169282443402,2128.1749271689077
all_sounds\en-US_Yo_en-US_EmmaExpressive.wav,1,0.0091698079738976,0.44210815,0.0669221698113207,0.095759116,0.2962654299268529,173.01043053603823,191104.42,0.45090234,0.010445672,-0.00017544869055401748,3649.9310166754203
all_sounds\pt-BR_Boa noite_pt-BR_IsabelaV3Voice.wav,1,0.0098840290930134,0.47616577,0.0971717171717171,0.099418454,0.3787334060329363,177.69895968273025,450925.84,0.2978592,0.075606786,-0.00012391442081117487,4272.23224850046
all_sounds\it-IT_Salve_it-IT_FrancescaV3Voice.wav,1,0.0040848711187189,0.3918152,0.289090909090909,0.063912995,0.3113847438847364,171.15195487125095,138036.16,0.31720728,0.052938223,-7.746139692173293e-05,8999.415289156019
all_sounds\it-IT_Ehi_it-IT_FrancescaV2Voice.wav,1,0.0041129642062717,0.30908203,0.1483726150392817,0.06413239,0.1723035312304175,174.87069200036944,112578.14,0.19236827,0.053181548,-7.438012548568153e-05,11461.417181838358
all_another_words_sounds\ja-JP_このドラマを見ましたか_ _ja-JP_EmiV3Voice.wav,0,0.0187673733494282,0.74435425,0.1689733152419719,0.13699406,0.6483395021857579,293.0191208258869,1274717.2,0.5349828,0.044204734,-0.00020662055770794994,4064.2121470854404
all_another_words_sounds\de-DE_Ich lese gerade ein Buch._de-DE_DieterV3Voice.wav,0,0.0065635147348918,0.7302246,0.1995240361732508,0.08101552,0.7499972903309465,124.95174993335816,423629.53,0.5249788,0.04065804,-0.00017577645999642056,4440.962107289047
